   0.99967    0.00000    1.00000    0.00000
   0.00033   -0.63662    0.00000   -0.63662
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.21221    0.00000   -0.21221
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.12732    0.00000   -0.12732
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.09094    0.00000   -0.09095
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.07073    0.00000   -0.07074
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.05787    0.00000   -0.05787
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.04897    0.00000   -0.04897
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.04244    0.00000   -0.04244
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.03744    0.00000   -0.03745
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.03350    0.00000   -0.03351
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.03031    0.00000   -0.03032
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.02767    0.00000   -0.02768
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.02546    0.00000   -0.02546
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.02357    0.00000   -0.02358
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.02195    0.00000   -0.02195
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.02053    0.00000   -0.02054
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.01928    0.00000   -0.01929
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.01818    0.00000   -0.01819
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.01720    0.00000   -0.01721
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.01631    0.00000   -0.01632
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.01552    0.00000   -0.01553
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.01480    0.00000   -0.01481
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.01414    0.00000   -0.01415
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.01353    0.00000   -0.01355
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.01298    0.00000   -0.01299
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.01247    0.00000   -0.01248
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.01200    0.00000   -0.01201
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.01156    0.00000   -0.01157
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.01116    0.00000   -0.01117
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.01078    0.00000   -0.01079
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.01042    0.00000   -0.01044
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.01009    0.00000   -0.01011
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.00978    0.00000   -0.00979
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.00949    0.00000   -0.00950
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.00921    0.00000   -0.00923
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.00895    0.00000   -0.00897
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.00870    0.00000   -0.00872
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.00847    0.00000   -0.00849
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.00825    0.00000   -0.00827
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.00804    0.00000   -0.00806
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.00784    0.00000   -0.00786
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.00765    0.00000   -0.00767
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.00747    0.00000   -0.00749
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.00730    0.00000   -0.00732
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.00713    0.00000   -0.00715
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.00697    0.00000   -0.00700
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.00682    0.00000   -0.00685
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.00668    0.00000   -0.00670
  -0.00033   -0.00000    0.00000    0.00000
   0.00033   -0.00654    0.00000   -0.00656
  -0.00033    0.00000    0.00000    0.00000
   0.00033   -0.00641    0.00000   -0.00643
