   0.0000000000    0.0000000000    0.0000000000   21.2132034356   21.2132034356 
   0.0050000000    0.1058417232    0.1057192710   21.1236294864   21.0746830246 
   0.0100000000    0.2112377214    0.2107485984   21.0349114482   20.9372235424 
   0.0150000000    0.3161922446    0.3150932500   20.9470375982   20.8008102197 
   0.0200000000    0.4207094851    0.4187584200   20.8599964255   20.6654285541 
   0.0250000000    0.5247935778    0.5217492312   20.7737766271   20.5310643036 
   0.0300000000    0.6284486018    0.6240707354   20.6883671020   20.3977034811 
   0.0350000000    0.7316785811    0.7257279155   20.6037569480   20.2653323484 
   0.0400000000    0.8344874857    0.8267256859   20.5199354563   20.1339374111 
   0.0450000000    0.9368792326    0.9270688945   20.4368921074   20.0035054126 
   0.0500000000    1.0388576865    1.0267623232   20.3546165675   19.8740233295 
   0.0550000000    1.1404266610    1.1258106896   20.2730986835   19.7454783658 
   0.0600000000    1.2415899194    1.2242186477   20.1923284797   19.6178579486 
   0.0650000000    1.3423511756    1.3219907894   20.1122961538   19.4911497227 
   0.0700000000    1.4427140947    1.4191316450   20.0329920729   19.3653415462 
   0.0750000000    1.5426822943    1.5156456850   19.9544067699   19.2404214856 
   0.0800000000    1.6422593448    1.6115373205   19.8765309404   19.1163778119 
   0.0850000000    1.7414487709    1.7068109046   19.7993554383   18.9931989953 
   0.0900000000    1.8402540514    1.8014707330   19.7228712734   18.8708737020 
   0.0950000000    1.9386786211    1.8955210455   19.6470696073   18.7493907891 
   0.1000000000    2.0367258705    1.9889660266   19.5719417508   18.6287393013 
   0.1050000000    2.1343991474    2.0818098063   19.4974791600   18.5089084664 
   0.1100000000    2.2317017569    2.1740564613   19.4236734342   18.3898876919 
   0.1150000000    2.3286369627    2.2657100159   19.3505163120   18.2716665609 
   0.1200000000    2.4252079875    2.3567744426   19.2779996691   18.1542348287 
   0.1250000000    2.5214180135    2.4472536631   19.2061155149   18.0375824191 
   0.1300000000    2.6172701836    2.5371515491   19.1348559902   17.9216994209 
   0.1350000000    2.7127676016    2.6264719234   19.0642133641   17.8065760848 
   0.1400000000    2.8079133328    2.7152185601   18.9941800316   17.6922028197 
   0.1450000000    2.9027104049    2.8033951860   18.9247485110   17.5785701896 
   0.1500000000    2.9971618086    2.8910054809   18.8559114414   17.4656689107 
   0.1550000000    3.0912704980    2.9780530787   18.7876615800   17.3534898480 
   0.1600000000    3.1850393912    3.0645415681   18.7199918003   17.2420240125 
   0.1650000000    3.2784713711    3.1504744928   18.6528950891   17.1312625583 
   0.1700000000    3.3715692857    3.2358553531   18.5863645445   17.0211967794 
   0.1750000000    3.4643359488    3.3206876058   18.5203933740   16.9118181075 
   0.1800000000    3.5567741406    3.4049746653   18.4549748916   16.8031181088 
   0.1850000000    3.6488866079    3.4887199042   18.3901025164   16.6950884817 
   0.1900000000    3.7406760651    3.5719266538   18.3257697702   16.5877210537 
   0.1950000000    3.8321451944    3.6545982049   18.2619702754   16.4810077795 
   0.2000000000    3.9232966461    3.7367378086   18.1986977534   16.3749407381 
   0.2050000000    4.0141330399    3.8183486764   18.1359460221   16.2695121305 
   0.2100000000    4.1046569642    3.8994339811   18.0737089946   16.1647142775 
   0.2150000000    4.1948709776    3.9799968578   18.0119806770   16.0605396170 
   0.2200000000    4.2847776090    4.0600404036   17.9507551666   15.9569807023 
   0.2250000000    4.3743793576    4.1395676788   17.8900266505   15.8540301994 
   0.2300000000    4.4636786943    4.2185817075   17.8297894033   15.7516808852 
   0.2350000000    4.5526780610    4.2970854778   17.7700377862   15.6499256451 
   0.2400000000    4.6413798722    4.3750819424   17.7107662445   15.5487574713 
   0.2450000000    4.7297865145    4.4525740194   17.6519693066   15.4481694605 
   0.2500000000    4.8179003473    4.5295645926   17.5936415824   15.3481548121 
   0.2550000000    4.9057237035    4.6060565120   17.5357777613   15.2487068261 
   0.2600000000    4.9932588894    4.6820525943   17.4783726114   15.1498189017 
   0.2650000000    5.0805081854    4.7575556236   17.4214209773   15.0514845349 
   0.2700000000    5.1674738465    4.8325683516   17.3649177793   14.9536973169 
   0.2750000000    5.2541581023    4.9070934981   17.3088580116   14.8564509325 
   0.2800000000    5.3405631575    4.9811337519   17.2532367411   14.7597391583 
   0.2850000000    5.4266911924    5.0546917705   17.1980491062   14.6635558610 
   0.2900000000    5.5125443633    5.1277701812   17.1432903151   14.5678949957 
   0.2950000000    5.5981248024    5.2003715812   17.0889556447   14.4727506046 
   0.3000000000    5.6834346188    5.2724985383   17.0350404396   14.3781168150 
   0.3050000000    5.7684758983    5.3441535907   16.9815401106   14.2839878381 
   0.3100000000    5.8532507038    5.4153392485   16.9284501335   14.1903579672 
   0.3150000000    5.9377610761    5.4860579929   16.8757660480   14.0972215768 
   0.3200000000    6.0220090335    5.5563122775   16.8234834566   14.0045731203 
   0.3250000000    6.1059965726    5.6261045282   16.7715980234   13.9124071295 
   0.3300000000    6.1897256685    5.6954371439   16.7201054728   13.8207182126 
   0.3350000000    6.2731982751    5.7643124966   16.6690015891   13.7295010530 
   0.3400000000    6.3564163252    5.8327329319   16.6182822146   13.6387504083 
   0.3450000000    6.4393817312    5.9007007696   16.5679432490   13.5484611085 
   0.3500000000    6.5220963850    5.9682183034   16.5179806484   13.4586280551 
   0.3550000000    6.6045621583    6.0352878021   16.4683904244   13.3692462198 
   0.3600000000    6.6867809033    6.1019115094   16.4191686427   13.2803106432 
   0.3650000000    6.7687544524    6.1680916442   16.3703114227   13.1918164336 
   0.3700000000    6.8504846188    6.2338304013   16.3218149360   13.1037587662 
